Ticker,Calls or Puts,Today Date,Time of Retrieval,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,Days left to Expiration,Underlying Price
FB,Calls,2019-01-27,14:45:01,FB190201C00105000,105.0,USD,38.8,0.0,0.0,55,56,43.85,44.3,REGULAR,2019-02-01,2019-01-24 01:25:40,1.1757853710937498,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00110000,110.0,USD,39.5,5.5999985,16.519169,50,59,38.85,39.3,REGULAR,2019-02-01,2019-01-25 22:22:56,1.0351610742187503,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00115000,115.0,USD,34.74,4.9900017,16.773115,2,15,33.9,34.3,REGULAR,2019-02-01,2019-01-26 00:40:50,0.9414068359375,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00119000,119.0,USD,20.1,0.0,0.0,17,19,29.9,30.35,REGULAR,2019-02-01,2019-01-04 23:28:16,0.8632826171875,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00120000,120.0,USD,28.91,2.9099998,11.1923065,51,185,28.9,29.3,REGULAR,2019-02-01,2019-01-25 22:09:08,0.804689453125,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00124000,124.0,USD,25.5,1.0499992,4.294475,2,19,24.95,25.4,REGULAR,2019-02-01,2019-01-25 23:16:35,0.77148666015625,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00125000,125.0,USD,18.95,0.0,0.0,41,210,24.0,24.4,REGULAR,2019-02-01,2019-01-24 01:00:40,0.7617211328125001,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00126000,126.0,USD,23.75,5.5,30.136988,3,20,23.0,23.45,REGULAR,2019-02-01,2019-01-26 00:16:17,0.7490259472656251,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00127000,127.0,USD,22.67,-2.6499996,-10.466033,1,34,22.05,22.45,REGULAR,2019-02-01,2019-01-26 00:58:55,0.735354208984375,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00128000,128.0,USD,21.71,4.0099983,22.655357,11,74,21.1,21.45,REGULAR,2019-02-01,2019-01-26 00:58:55,0.719729365234375,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00129000,129.0,USD,20.94,-2.3099995,-9.935482,1,143,20.15,20.55,REGULAR,2019-02-01,2019-01-26 00:34:34,0.7270535107421875,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00130000,130.0,USD,19.71,4.2299995,27.325579,104,232,19.2,19.55,REGULAR,2019-02-01,2019-01-25 23:38:29,0.7070341796875,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00131000,131.0,USD,16.73,3.1299992,23.014698,6,201,18.25,18.7,REGULAR,2019-02-01,2019-01-25 20:15:07,0.7153348779296875,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00132000,132.0,USD,18.01,4.71,35.413532,1,373,17.35,17.75,REGULAR,2019-02-01,2019-01-26 00:34:34,0.70898728515625,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00133000,133.0,USD,14.7,1.4499998,10.943395,5,239,16.45,16.85,REGULAR,2019-02-01,2019-01-25 20:25:05,0.7070341796875,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00134000,134.0,USD,15.85,3.6200008,29.599354,1,188,15.55,15.9,REGULAR,2019-02-01,2019-01-26 02:29:30,0.6938507177734375,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00135000,135.0,USD,15.05,3.3100004,28.194214,148,526,14.7,15.05,REGULAR,2019-02-01,2019-01-26 01:31:24,0.6982452050781252,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00136000,136.0,USD,14.1,3.3600006,31.284922,15,122,13.9,14.15,REGULAR,2019-02-01,2019-01-26 02:29:30,0.6967803759765626,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00137000,137.0,USD,13.67,2.9700003,27.757013,37,234,13.05,13.3,REGULAR,2019-02-01,2019-01-26 00:31:23,0.6918976123046876,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00138000,138.0,USD,12.47,2.6400003,26.856565,45,198,12.25,12.5,REGULAR,2019-02-01,2019-01-26 02:29:11,0.6928741650390625,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00139000,139.0,USD,11.6,2.2000008,23.404264,60,256,11.55,11.7,REGULAR,2019-02-01,2019-01-26 01:53:32,0.6987334814453126,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00140000,140.0,USD,10.95,2.2299995,25.573387,326,2862,10.75,10.95,REGULAR,2019-02-01,2019-01-26 02:29:30,0.6953155468750001,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00141000,141.0,USD,10.15,2.2499995,28.481007,343,474,10.05,10.25,REGULAR,2019-02-01,2019-01-26 02:29:47,0.700198310546875,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00142000,142.0,USD,9.35,2.1000004,28.965525,149,553,9.35,9.55,REGULAR,2019-02-01,2019-01-26 02:08:20,0.7006865869140625,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00143000,143.0,USD,8.82,1.8299999,26.180258,99,979,8.7,8.85,REGULAR,2019-02-01,2019-01-26 02:16:01,0.7006865869140625,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00144000,144.0,USD,8.25,1.8400002,28.70515,258,670,8.05,8.25,REGULAR,2019-02-01,2019-01-26 02:25:52,0.7036162451171876,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00145000,145.0,USD,7.5,1.6599998,28.424654,698,2202,7.4,7.6,REGULAR,2019-02-01,2019-01-26 02:29:57,0.6989776196289064,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00146000,146.0,USD,6.85,1.5,28.037384,2050,976,6.8,7.0,REGULAR,2019-02-01,2019-01-26 02:14:33,0.6972686523437501,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00147000,147.0,USD,6.4,1.75,37.634407,611,1215,6.25,6.4,REGULAR,2019-02-01,2019-01-26 02:26:33,0.6948272705078126,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00148000,148.0,USD,5.75,1.3499999,30.681816,466,1130,5.7,5.85,REGULAR,2019-02-01,2019-01-26 02:29:22,0.6918976123046876,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00149000,149.0,USD,5.3,1.3300002,33.501263,569,903,5.2,5.3,REGULAR,2019-02-01,2019-01-26 02:29:30,0.6884796777343751,True,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00150000,150.0,USD,4.76,1.2600002,36.000008,5196,3746,4.7,4.8,REGULAR,2019-02-01,2019-01-26 02:29:45,0.6840851904296876,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00152500,152.5,USD,3.63,1.0400002,40.15445,1962,2609,3.6,3.65,REGULAR,2019-02-01,2019-01-26 02:29:37,0.6726106958007814,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00155000,155.0,USD,2.62,0.81999993,45.555553,3543,4855,2.6,2.68,REGULAR,2019-02-01,2019-01-26 02:29:41,0.6540561938476563,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00157500,157.5,USD,1.85,0.57000005,44.531258,934,2531,1.82,1.89,REGULAR,2019-02-01,2019-01-26 02:29:36,0.6372106591796876,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00160000,160.0,USD,1.28,0.44,52.380955,8089,4728,1.27,1.29,REGULAR,2019-02-01,2019-01-26 02:29:54,0.6269568554687501,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00162500,162.5,USD,0.85,0.31,57.407402,761,1069,0.8,0.87,REGULAR,2019-02-01,2019-01-26 02:29:16,0.6132851171875001,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00165000,165.0,USD,0.53,0.15999997,43.243233,1189,7999,0.53,0.59,REGULAR,2019-02-01,2019-01-26 02:29:25,0.6118202880859377,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00167500,167.5,USD,0.37,0.120000005,48.0,181,778,0.35,0.38,REGULAR,2019-02-01,2019-01-26 02:29:37,0.6098671826171876,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00170000,170.0,USD,0.25,0.08,47.058823,2696,3793,0.22,0.26,REGULAR,2019-02-01,2019-01-26 02:29:36,0.6123085644531252,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00172500,172.5,USD,0.18,0.09,100.0,261,730,0.15,0.19,REGULAR,2019-02-01,2019-01-26 02:28:45,0.624027197265625,False,5,265.78
FB,Calls,2019-01-27,14:45:01,FB190201C00175000,175.0,USD,0.11,0.019999996,22.222216,173,760,0.09,0.14,REGULAR,2019-02-01,2019-01-26 02:26:12,0.63086306640625,False,5,265.78
